variant,direction,entry_ts,entry_price,exit_ts,exit_price,sl,tp,atr,reason,bars_held,peak_price,peak_pips,pnl_pips,net_pips
LIVE,short,2026-02-26T08:25:00+00:00,5179.44,2026-02-26T08:45:00+00:00,5179.77,5187.78536,5162.74929,5.56357,scalp_trail,4,5174.29,51.5,-3.3,-7.5
LIVE,short,2026-02-26T15:25:00+00:00,5139.46,2026-02-26T15:35:00+00:00,5158.33964,5158.33964,5101.70071,12.58643,sl,2,5139.46,0.0,-188.8,-193.0
LIVE,short,2026-02-27T08:20:00+00:00,5176.23,2026-02-27T10:05:00+00:00,5175.04,5183.08821,5162.51357,4.57214,scalp_trail,21,5172.29,39.4,11.9,7.7
LIVE,long,2026-02-27T15:05:00+00:00,5233.57,2026-02-27T15:20:00+00:00,5219.20214,5219.20214,5262.30571,9.57857,sl,3,5237.94,43.7,-143.68,-147.88
LIVE,long,2026-03-02T08:25:00+00:00,5412.63,2026-03-02T08:40:00+00:00,5401.44964,5401.44964,5434.99071,7.45357,sl,3,5413.41,7.8,-111.8,-116.0
LIVE,short,2026-03-02T16:00:00+00:00,5306.97,2026-03-02T16:10:00+00:00,5300.62,5336.37536,5248.15929,19.60357,scalp_trail,2,5289.55,174.2,63.5,59.3
LIVE,short,2026-03-03T08:15:00+00:00,5319.9,2026-03-03T08:40:00+00:00,5296.38429,5331.65786,5296.38429,7.83857,tp,5,5299.85,200.5,235.16,230.96
LIVE,short,2026-03-03T14:45:00+00:00,5062.02,2026-03-03T15:05:00+00:00,5045.64,5098.79786,4988.46429,24.51857,scalp_trail,4,5033.01,290.1,163.8,159.6
LIVE,long,2026-03-04T08:40:00+00:00,5172.15,2026-03-04T08:50:00+00:00,5174.54,5159.23393,5197.98214,8.61071,scalp_trail,2,5180.96,88.1,23.9,19.7
LIVE,short,2026-03-04T14:45:00+00:00,5163.01,2026-03-04T15:00:00+00:00,5159.43,5183.42286,5122.18429,13.60857,scalp_trail,3,5144.49,185.2,35.8,31.6
LIVE,short,2026-03-05T08:15:00+00:00,5141.9,2026-03-05T08:30:00+00:00,5151.06393,5151.06393,5123.57214,6.10929,sl,3,5141.9,0.0,-91.64,-95.84
LIVE,short,2026-03-05T15:05:00+00:00,5090.91,2026-03-05T15:25:00+00:00,5086.42,5118.45429,5035.82143,18.36286,scalp_trail,4,5078.85,120.6,44.9,40.7
LIVE,short,2026-03-06T08:20:00+00:00,5110.75,2026-03-06T08:30:00+00:00,5105.79,5119.03643,5094.17714,5.52429,scalp_trail,2,5100.62,101.3,49.6,45.4
LIVE,long,2026-03-06T14:55:00+00:00,5115.2,2026-03-06T15:20:00+00:00,5163.93071,5090.83464,5163.93071,16.24357,tp,5,5150.73,355.3,487.31,483.11
LIVE,short,2026-03-09T08:15:00+00:00,5099.05,2026-03-09T08:30:00+00:00,5095.88,5110.32036,5076.50929,7.51357,scalp_trail,3,5091.51,75.4,31.7,27.5
LIVE,long,2026-03-09T14:45:00+00:00,5114.62,2026-03-09T14:50:00+00:00,5092.71786,5092.71786,5158.42429,14.60143,sl,1,5114.62,0.0,-219.02,-223.22
LIVE,long,2026-03-10T08:30:00+00:00,5185.25,2026-03-10T08:50:00+00:00,5188.73,5177.00107,5201.74786,5.49929,scalp_trail,4,5194.33,90.8,34.8,30.6
LIVE,long,2026-03-10T15:00:00+00:00,5213.48,2026-03-10T15:45:00+00:00,5232.44,5199.34143,5241.75714,9.42571,scalp_trail,9,5235.82,223.4,189.6,185.4
LIVE,short,2026-03-11T08:20:00+00:00,5188.07,2026-03-11T08:45:00+00:00,5184.96,5196.51071,5171.18857,5.62714,scalp_trail,5,5181.59,64.8,31.1,26.9
LIVE,short,2026-03-11T15:10:00+00:00,5174.52,2026-03-11T15:50:00+00:00,5172.12,5187.73929,5148.08143,8.81286,scalp_trail,8,5168.98,55.4,24.0,19.8
LIVE,long,2026-03-12T09:55:00+00:00,5189.74,2026-03-12T10:15:00+00:00,5183.395,5183.395,5202.43,4.23,sl,4,5189.74,0.0,-63.45,-67.65
LIVE,short,2026-03-12T16:00:00+00:00,5139.75,2026-03-12T16:10:00+00:00,5128.5,5152.77857,5113.69286,8.68571,scalp_trail,2,5124.57,151.8,112.5,108.3
LIVE,short,2026-03-13T08:20:00+00:00,5066.72,2026-03-13T08:35:00+00:00,5078.97929,5078.97929,5042.20143,8.17286,sl,3,5066.72,0.0,-122.59,-126.79
LIVE,short,2026-03-13T14:45:00+00:00,5074.76,2026-03-13T14:55:00+00:00,5050.16214,5087.05893,5050.16214,8.19929,tp,2,5064.38,103.8,245.98,241.78
LIVE,short,2026-03-16T08:15:00+00:00,4988.55,2026-03-16T08:20:00+00:00,4999.39393,4999.39393,4966.86214,7.22929,sl,1,4988.55,0.0,-108.44,-112.64
LIVE,short,2026-03-16T14:45:00+00:00,5000.39,2026-03-16T15:30:00+00:00,4995.25,5013.19357,4974.78286,8.53571,scalp_trail,9,4991.87,85.2,51.4,47.2
LIVE,long,2026-03-17T08:15:00+00:00,5026.24,2026-03-17T08:45:00+00:00,5018.41643,5018.41643,5041.88714,5.21571,sl,6,5026.24,0.0,-78.24,-82.44
LIVE,short,2026-03-17T15:25:00+00:00,5003.05,2026-03-17T15:40:00+00:00,4980.25643,5014.44679,4980.25643,7.59786,tp,3,4982.2,208.5,227.94,223.74
LIVE,short,2026-03-18T08:20:00+00:00,4987.5,2026-03-18T09:30:00+00:00,4994.59821,4994.59821,4973.30357,4.73214,sl,14,4985.36,21.4,-70.98,-75.18
LIVE,long,2026-03-18T16:55:00+00:00,4865.12,2026-03-18T17:00:00+00:00,4883.49286,4855.93357,4883.49286,6.12429,tp,1,4865.12,0.0,183.73,179.53
LIVE,short,2026-03-19T08:30:00+00:00,4701.32,2026-03-19T08:45:00+00:00,4711.07,4727.96536,4648.02929,17.76357,scalp_trail,3,4688.57,127.5,-97.5,-101.7
LIVE,short,2026-03-19T15:30:00+00:00,4581.06,2026-03-19T16:00:00+00:00,4612.03607,4612.03607,4519.10786,20.65071,sl,6,4572.11,89.5,-309.76,-313.96
LIVE,long,2026-03-20T08:15:00+00:00,4717.55,2026-03-20T08:25:00+00:00,4722.82,4707.635,4737.38,6.61,scalp_trail,2,4730.71,131.6,52.7,48.5
LIVE,short,2026-03-20T14:50:00+00:00,4557.53,2026-03-20T16:10:00+00:00,4586.90643,4586.90643,4498.77714,19.58429,sl,16,4549.24,82.9,-293.76,-297.96
LIVE,long,2026-03-23T09:15:00+00:00,4255.73,2026-03-23T09:30:00+00:00,4281.88,4218.215,4330.76,25.01,scalp_trail,3,4303.94,482.1,261.5,257.3
LIVE,short,2026-03-23T15:45:00+00:00,4469.95,2026-03-23T15:50:00+00:00,4405.96429,4501.94286,4405.96429,21.32857,tp,1,4469.95,0.0,639.86,635.66
LIVE,long,2026-03-24T09:40:00+00:00,4420.75,2026-03-24T10:20:00+00:00,4426.21,4405.67393,4450.90214,10.05071,scalp_trail,8,4429.68,89.3,54.6,50.4
LIVE,long,2026-03-24T15:45:00+00:00,4420.71,2026-03-24T17:05:00+00:00,4399.2225,4399.2225,4463.685,14.325,sl,16,4424.54,38.3,-214.88,-219.08
LIVE,long,2026-03-25T08:20:00+00:00,4559.04,2026-03-25T08:35:00+00:00,4563.39,4546.70786,4583.70429,8.22143,scalp_trail,3,4566.3,72.6,43.5,39.3
LIVE,long,2026-03-25T14:45:00+00:00,4569.07,2026-03-25T15:05:00+00:00,4552.74357,4552.74357,4601.72286,10.88429,sl,4,4569.07,0.0,-163.26,-167.46
LIVE,short,2026-03-26T08:15:00+00:00,4440.42,2026-03-26T08:30:00+00:00,4438.11,4455.09,4411.08,9.78,scalp_trail,3,4428.35,120.7,23.1,18.9
LIVE,short,2026-03-26T15:35:00+00:00,4458.37,2026-03-26T15:50:00+00:00,4445.56,4478.38321,4418.34357,13.34214,scalp_trail,3,4440.18,181.9,128.1,123.9
LIVE,short,2026-03-27T08:15:00+00:00,4443.04,2026-03-27T08:35:00+00:00,4433.68,4451.74107,4425.63786,5.80071,scalp_trail,4,4431.13,119.1,93.6,89.4
LIVE,long,2026-03-27T14:45:00+00:00,4464.05,2026-03-27T14:55:00+00:00,4502.83143,4444.65929,4502.83143,12.92714,tp,2,4489.2,251.5,387.81,383.61
LIVE,long,2026-03-30T08:30:00+00:00,4537.09,2026-03-30T09:15:00+00:00,4527.02286,4527.02286,4557.22429,6.71143,sl,9,4539.58,24.9,-100.67,-104.87
LIVE,long,2026-03-30T15:40:00+00:00,4533.62,2026-03-30T15:55:00+00:00,4548.28,4519.29714,4562.26571,9.54857,scalp_trail,3,4554.36,207.4,146.6,142.4
LIVE,long,2026-03-31T08:35:00+00:00,4573.36,2026-03-31T09:00:00+00:00,4564.35143,4564.35143,4591.37714,6.00571,sl,5,4573.36,0.0,-90.09,-94.29
LIVE,long,2026-03-31T16:35:00+00:00,4630.1,2026-03-31T16:50:00+00:00,4637.13,4617.82036,4654.65929,8.18643,scalp_trail,3,4641.64,115.4,70.3,66.1
LIVE,long,2026-04-01T08:15:00+00:00,4726.45,2026-04-01T08:40:00+00:00,4731.97,4711.17786,4756.99429,10.18143,scalp_trail,5,4738.06,116.1,55.2,51.0
LIVE,long,2026-04-01T14:45:00+00:00,4756.59,2026-04-01T14:55:00+00:00,4760.71,4738.9425,4791.885,11.765,scalp_trail,2,4767.85,112.6,41.2,37.0
LIVE,short,2026-04-02T08:45:00+00:00,4628.99,2026-04-02T09:10:00+00:00,4623.84,4642.61321,4601.74357,9.08214,scalp_trail,5,4616.66,123.3,51.5,47.3
LIVE,long,2026-04-06T08:25:00+00:00,4694.54,2026-04-06T09:45:00+00:00,4700.49,4682.49929,4718.62143,8.02714,scalp_trail,16,4703.74,92.0,59.5,55.3
LIVE,short,2026-04-06T15:05:00+00:00,4678.68,2026-04-06T15:15:00+00:00,4666.53,4695.12429,4645.79143,10.96286,scalp_trail,2,4662.23,164.5,121.5,117.3
LIVE,long,2026-04-07T08:20:00+00:00,4665.08,2026-04-07T08:35:00+00:00,4681.79,4651.18893,4692.86214,9.26071,scalp_trail,3,4684.99,199.1,167.1,162.9
LIVE,short,2026-04-07T14:50:00+00:00,4642.58,2026-04-07T15:05:00+00:00,4633.91,4662.99286,4601.75429,13.60857,scalp_trail,3,4628.07,145.1,86.7,82.5
LIVE,long,2026-04-08T08:15:00+00:00,4819.38,2026-04-08T08:20:00+00:00,4809.84214,4809.84214,4838.45571,6.35857,sl,1,4819.38,0.0,-95.38,-99.58
LIVE,short,2026-04-08T14:45:00+00:00,4751.1,2026-04-08T15:00:00+00:00,4746.92,4770.76071,4711.77857,13.10714,scalp_trail,3,4736.34,147.6,41.8,37.6
LIVE,long,2026-04-09T08:20:00+00:00,4726.51,2026-04-09T08:55:00+00:00,4726.22,4715.56964,4748.39071,7.29357,scalp_trail,7,4730.96,44.5,-2.9,-7.1
LIVE,long,2026-04-09T14:55:00+00:00,4767.72,2026-04-09T15:25:00+00:00,4778.84,4753.245,4796.67,9.65,scalp_trail,6,4784.81,170.9,111.2,107.0
LIVE,short,2026-04-10T08:15:00+00:00,4747.16,2026-04-10T08:45:00+00:00,4733.41357,4754.03321,4733.41357,4.58214,tp,6,4742.31,48.5,137.46,133.26
LIVE,short,2026-04-10T15:40:00+00:00,4774.66,2026-04-10T16:05:00+00:00,4748.42071,4787.77964,4748.42071,8.74643,tp,5,4753.77,208.9,262.39,258.19
LIVE,short,2026-04-13T08:55:00+00:00,4732.28,2026-04-13T09:10:00+00:00,4716.39714,4740.22143,4716.39714,5.29429,tp,3,4717.77,145.1,158.83,154.63
LIVE,short,2026-04-13T15:00:00+00:00,4708.69,2026-04-13T16:15:00+00:00,4721.29857,4721.29857,4683.47286,8.40571,sl,15,4703.75,49.4,-126.09,-130.29
LIVE,long,2026-04-14T08:25:00+00:00,4782.58,2026-04-14T08:40:00+00:00,4784.82,4773.88321,4799.97357,5.79786,scalp_trail,3,4788.62,60.4,22.4,18.2
LIVE,long,2026-04-14T16:25:00+00:00,4817.97,2026-04-14T17:10:00+00:00,4827.24,4809.0225,4835.865,5.965,scalp_trail,9,4829.46,114.9,92.7,88.5
LIVE,short,2026-04-15T09:10:00+00:00,4804.6,2026-04-15T09:50:00+00:00,4798.58,4813.92679,4785.94643,6.21786,scalp_trail,8,4795.28,93.2,60.2,56.0
LIVE,short,2026-04-15T15:15:00+00:00,4815.48,2026-04-15T15:30:00+00:00,4797.20786,4824.61607,4797.20786,6.09071,tp,3,4798.2,172.8,182.72,178.52
LIVE,short,2026-04-16T08:30:00+00:00,4807.29,2026-04-16T08:55:00+00:00,4814.19536,4814.19536,4793.47929,4.60357,sl,5,4807.29,0.0,-69.05,-73.25
LIVE,long,2026-04-16T16:05:00+00:00,4800.59,2026-04-16T16:20:00+00:00,4798.58,4790.22821,4821.31357,6.90786,scalp_trail,3,4804.99,44.0,-20.1,-24.3
LIVE,long,2026-04-17T08:45:00+00:00,4790.99,2026-04-17T09:05:00+00:00,4795.9,4783.50607,4805.95786,4.98929,scalp_trail,4,4799.16,81.7,49.1,44.9
LIVE,long,2026-04-20T08:50:00+00:00,4791.77,2026-04-20T09:15:00+00:00,4794.55,4785.905,4803.5,3.91,scalp_trail,5,4796.12,43.5,27.8,23.6
LIVE,short,2026-04-20T15:00:00+00:00,4810.61,2026-04-20T15:20:00+00:00,4803.78,4822.92714,4785.97571,8.21143,scalp_trail,4,4797.54,130.7,68.3,64.1
LIVE,long,2026-04-21T08:40:00+00:00,4787.61,2026-04-21T11:05:00+00:00,4779.74893,4779.74893,4803.33214,5.24071,sl,29,4790.09,24.8,-78.61,-82.81
LIVE,short,2026-04-21T14:45:00+00:00,4743.73,2026-04-21T15:05:00+00:00,4740.67,4757.64143,4715.90714,9.27429,scalp_trail,4,4734.51,92.2,30.6,26.4
LIVE,short,2026-04-22T08:15:00+00:00,4757.75,2026-04-22T08:40:00+00:00,4756.03,4762.85214,4747.54571,3.40143,scalp_trail,5,4752.85,49.0,17.2,13.0
LIVE,short,2026-04-22T15:15:00+00:00,4729.96,2026-04-22T16:25:00+00:00,4727.05,4739.39393,4711.09214,6.28929,scalp_trail,14,4724.75,52.1,29.1,24.9
LIVE,short,2026-04-23T08:40:00+00:00,4717.51,2026-04-23T09:00:00+00:00,4701.73643,4725.39679,4701.73643,5.25786,tp,4,4703.29,142.2,157.74,153.54
LIVE,long,2026-04-23T14:50:00+00:00,4734.71,2026-04-23T15:45:00+00:00,4724.19714,4724.19714,4755.73571,7.00857,sl,11,4738.43,37.2,-105.13,-109.33
LIVE,long,2026-04-24T08:20:00+00:00,4694.65,2026-04-24T08:25:00+00:00,4688.19464,4688.19464,4707.56071,4.30357,sl,1,4694.65,0.0,-64.55,-68.75
LIVE,long,2026-04-24T15:45:00+00:00,4732.88,2026-04-24T15:50:00+00:00,4724.11786,4724.11786,4750.40429,5.84143,sl,1,4732.88,0.0,-87.62,-91.82
LIVE,short,2026-04-27T08:20:00+00:00,4710.22,2026-04-27T08:40:00+00:00,4711.93,4715.69929,4699.26143,3.65286,scalp_trail,4,4707.53,26.9,-17.1,-21.3
LIVE,short,2026-04-27T14:50:00+00:00,4683.53,2026-04-27T15:10:00+00:00,4674.56,4693.16107,4664.26786,6.42071,scalp_trail,4,4668.75,147.8,89.7,85.5
LIVE,short,2026-04-28T09:20:00+00:00,4614.83,2026-04-28T09:40:00+00:00,4613.7,4622.74143,4599.00714,5.27429,scalp_trail,4,4610.54,42.9,11.3,7.1
M1,short,2026-02-04T16:40:00+00:00,4967.64,2026-02-04T16:46:00+00:00,4889.99357,5006.46321,4889.99357,25.88214,tp,1,4898.67,689.7,776.46,772.26
M1,long,2026-02-05T08:15:00+00:00,4942.19,2026-02-05T08:26:00+00:00,4922.72643,4922.72643,4981.11714,12.97571,sl,2,4942.19,0.0,-194.64,-198.84
M1,short,2026-02-05T15:45:00+00:00,4805.88,2026-02-05T16:20:00+00:00,4841.99143,4841.99143,4733.65714,24.07429,sl,7,4805.88,0.0,-361.11,-365.31
M1,long,2026-02-06T08:15:00+00:00,4853.67,2026-02-06T08:26:00+00:00,4866.43,4838.4,4884.21,10.18,scalp_trail,2,4872.67,190.0,127.6,123.4
M1,long,2026-02-06T14:55:00+00:00,4947.44,2026-02-06T15:08:00+00:00,4954.32,4925.17786,4991.96429,14.84143,scalp_trail,2,4959.16,117.2,68.8,64.6
M1,long,2026-02-09T08:20:00+00:00,5021.2,2026-02-09T08:30:00+00:00,5022.33,5008.405,5046.79,8.53,scalp_trail,2,5028.23,70.3,11.3,7.1
M1,long,2026-02-09T14:45:00+00:00,5037.26,2026-02-09T15:37:00+00:00,5049.21,5022.77536,5066.22929,9.65643,scalp_trail,10,5053.65,163.9,119.5,115.3
M1,long,2026-02-10T08:20:00+00:00,5041.08,2026-02-10T08:50:00+00:00,5048.76,5030.93036,5061.37929,6.76643,scalp_trail,6,5053.22,121.4,76.8,72.6
M1,short,2026-02-10T14:55:00+00:00,5053.54,2026-02-10T15:01:00+00:00,5036.14,5070.16214,5020.29571,11.08143,scalp_trail,1,5032.47,210.7,174.0,169.8
M1,short,2026-02-11T08:15:00+00:00,5051.85,2026-02-11T08:36:00+00:00,5049.49,5061.00536,5033.53929,6.10357,scalp_trail,4,5047.13,47.2,23.6,19.4
M1,long,2026-02-11T16:40:00+00:00,5076.16,2026-02-11T17:18:00+00:00,5085.38,5060.46036,5107.55929,10.46643,scalp_trail,7,5089.59,134.3,92.2,88.0
M1,short,2026-02-12T08:35:00+00:00,5063.76,2026-02-12T08:57:00+00:00,5070.80893,5070.80893,5049.66214,4.69929,sl,4,5061.28,24.8,-70.49,-74.69
M1,short,2026-02-12T14:45:00+00:00,5053.66,2026-02-12T14:59:00+00:00,5044.59,5067.31107,5026.35786,9.10071,scalp_trail,3,5041.85,118.1,90.7,86.5
M1,short,2026-02-13T09:35:00+00:00,4972.3,2026-02-13T09:41:00+00:00,4970.65,4982.63393,4951.63214,6.88929,scalp_trail,1,4966.63,56.7,16.5,12.3
M1,long,2026-02-13T15:40:00+00:00,5011.33,2026-02-13T15:49:00+00:00,4990.6375,4990.6375,5052.715,13.795,sl,2,5011.33,0.0,-206.93,-211.13
M1,long,2026-02-16T09:00:00+00:00,5013.34,2026-02-16T09:56:00+00:00,5015.08,5005.76286,5028.49429,5.05143,scalp_trail,11,5016.99,36.5,17.4,13.2
M1,short,2026-02-16T15:05:00+00:00,4983.55,2026-02-16T15:12:00+00:00,4978.52,4992.43857,4965.77286,5.92571,scalp_trail,1,4976.18,73.7,50.3,46.1
M1,short,2026-02-17T08:40:00+00:00,4916.62,2026-02-17T09:01:00+00:00,4926.74821,4926.74821,4896.36357,6.75214,sl,4,4916.62,0.0,-101.28,-105.48
M1,short,2026-02-17T14:45:00+00:00,4867.29,2026-02-17T15:01:00+00:00,4865.15,4896.01607,4809.83786,19.15071,scalp_trail,3,4853.65,136.4,21.4,17.2
M1,short,2026-02-18T08:20:00+00:00,4926.74,2026-02-18T08:36:00+00:00,4926.42,4932.75179,4914.71643,4.00786,scalp_trail,3,4923.82,29.2,3.2,-1.0
M1,long,2026-02-18T14:45:00+00:00,4986.05,2026-02-18T15:04:00+00:00,5003.82,4973.38786,5011.37429,8.44143,scalp_trail,4,5007.0,209.5,177.7,173.5
M1,long,2026-02-19T08:15:00+00:00,5012.15,2026-02-19T08:31:00+00:00,5013.66,5006.4725,5023.505,3.785,scalp_trail,3,5014.83,26.8,15.1,10.9
M1,long,2026-02-19T14:50:00+00:00,4995.42,2026-02-19T14:59:00+00:00,5005.74,4981.97464,5022.31071,8.96357,scalp_trail,2,5009.56,141.4,103.2,99.0
M1,long,2026-02-20T08:25:00+00:00,5016.47,2026-02-20T08:40:00+00:00,5023.11,5007.93071,5033.54857,5.69286,scalp_trail,3,5026.21,97.4,66.4,62.2
M1,long,2026-02-20T14:45:00+00:00,5054.87,2026-02-20T15:02:00+00:00,5043.31893,5043.31893,5077.97214,7.70071,sl,3,5063.16,82.9,-115.51,-119.71
M1,short,2026-02-23T08:20:00+00:00,5131.03,2026-02-23T08:32:00+00:00,5131.08,5141.14643,5110.79714,6.74429,scalp_trail,2,5124.51,65.2,-0.5,-4.7
M1,long,2026-02-23T14:45:00+00:00,5190.96,2026-02-23T14:51:00+00:00,5194.63,5181.14786,5210.58429,6.54143,scalp_trail,1,5198.43,74.7,36.7,32.5
M1,short,2026-02-24T08:15:00+00:00,5169.6,2026-02-24T08:34:00+00:00,5179.9275,5179.9275,5148.945,6.885,sl,4,5165.94,36.6,-103.28,-107.48
M1,long,2026-02-24T15:40:00+00:00,5139.21,2026-02-24T15:50:00+00:00,5149.36,5125.36821,5166.89357,9.22786,scalp_trail,2,5155.07,158.6,101.5,97.3
M1,long,2026-02-25T08:15:00+00:00,5190.16,2026-02-25T08:26:00+00:00,5191.18,5183.12714,5204.22571,4.68857,scalp_trail,2,5193.2,30.4,10.2,6.0
M1,long,2026-02-25T15:00:00+00:00,5181.18,2026-02-25T15:07:00+00:00,5198.88,5169.47893,5204.58214,7.80071,scalp_trail,1,5201.36,201.8,177.0,172.8
M1,short,2026-02-26T08:25:00+00:00,5179.44,2026-02-26T08:34:00+00:00,5175.03,5187.78536,5162.74929,5.56357,scalp_trail,2,5171.63,78.1,44.1,39.9
M1,short,2026-02-26T15:25:00+00:00,5139.46,2026-02-26T15:35:00+00:00,5158.33964,5158.33964,5101.70071,12.58643,sl,2,5139.46,0.0,-188.8,-193.0
M1,short,2026-02-27T08:20:00+00:00,5176.23,2026-02-27T10:05:00+00:00,5173.81,5183.08821,5162.51357,4.57214,scalp_trail,21,5172.29,39.4,24.2,20.0
M1,long,2026-02-27T15:05:00+00:00,5233.57,2026-02-27T15:22:00+00:00,5219.20214,5219.20214,5262.30571,9.57857,sl,3,5238.4,48.3,-143.68,-147.88
M1,long,2026-03-02T08:25:00+00:00,5412.63,2026-03-02T08:43:00+00:00,5401.44964,5401.44964,5434.99071,7.45357,sl,3,5413.63,10.0,-111.8,-116.0
M1,short,2026-03-02T16:00:00+00:00,5306.97,2026-03-02T16:06:00+00:00,5291.74,5336.37536,5248.15929,19.60357,scalp_trail,1,5280.37,266.0,152.3,148.1
M1,short,2026-03-03T08:15:00+00:00,5319.9,2026-03-03T08:27:00+00:00,5317.18,5331.65786,5296.38429,7.83857,scalp_trail,2,5314.78,51.2,27.2,23.0
M1,short,2026-03-03T14:45:00+00:00,5062.02,2026-03-03T14:52:00+00:00,5034.8,5098.79786,4988.46429,24.51857,scalp_trail,1,5018.9,431.2,272.2,268.0
M1,long,2026-03-04T08:40:00+00:00,5172.15,2026-03-04T08:51:00+00:00,5177.94,5159.23393,5197.98214,8.61071,scalp_trail,2,5180.96,88.1,57.9,53.7
M1,short,2026-03-04T14:45:00+00:00,5163.01,2026-03-04T14:51:00+00:00,5150.95,5183.42286,5122.18429,13.60857,scalp_trail,1,5145.91,171.0,120.6,116.4
M1,short,2026-03-05T08:15:00+00:00,5141.9,2026-03-05T08:31:00+00:00,5151.06393,5151.06393,5123.57214,6.10929,sl,3,5140.21,16.9,-91.64,-95.84
M1,short,2026-03-05T15:05:00+00:00,5090.91,2026-03-05T15:13:00+00:00,5082.97,5118.45429,5035.82143,18.36286,scalp_trail,1,5067.95,229.6,79.4,75.2
M1,short,2026-03-06T08:20:00+00:00,5110.75,2026-03-06T08:32:00+00:00,5103.4,5119.03643,5094.17714,5.52429,scalp_trail,2,5097.22,135.3,73.5,69.3
M1,long,2026-03-06T14:55:00+00:00,5115.2,2026-03-06T15:03:00+00:00,5145.37,5090.83464,5163.93071,16.24357,scalp_trail,1,5157.43,422.3,301.7,297.5
M1,short,2026-03-09T08:15:00+00:00,5099.05,2026-03-09T08:30:00+00:00,5094.49,5110.32036,5076.50929,7.51357,scalp_trail,3,5091.51,75.4,45.6,41.4
M1,long,2026-03-09T14:45:00+00:00,5114.62,2026-03-09T14:53:00+00:00,5092.71786,5092.71786,5158.42429,14.60143,sl,1,5114.62,0.0,-219.02,-223.22
M1,long,2026-03-10T08:30:00+00:00,5185.25,2026-03-10T08:43:00+00:00,5189.44,5177.00107,5201.74786,5.49929,scalp_trail,2,5192.69,74.4,41.9,37.7
M1,long,2026-03-10T15:00:00+00:00,5213.48,2026-03-10T15:27:00+00:00,5224.55,5199.34143,5241.75714,9.42571,scalp_trail,5,5227.91,144.3,110.7,106.5
M1,short,2026-03-11T08:20:00+00:00,5188.07,2026-03-11T08:28:00+00:00,5185.65,5196.51071,5171.18857,5.62714,scalp_trail,1,5182.72,53.5,24.2,20.0
M1,short,2026-03-11T15:10:00+00:00,5174.52,2026-03-11T15:16:00+00:00,5174.1,5187.73929,5148.08143,8.81286,scalp_trail,1,5168.75,57.7,4.2,0.0
M1,long,2026-03-12T09:55:00+00:00,5189.74,2026-03-12T10:18:00+00:00,5183.395,5183.395,5202.43,4.23,sl,4,5190.77,10.3,-63.45,-67.65
M1,short,2026-03-12T16:00:00+00:00,5139.75,2026-03-12T16:13:00+00:00,5126.27,5152.77857,5113.69286,8.68571,scalp_trail,2,5123.07,166.8,134.8,130.6
M1,short,2026-03-13T08:20:00+00:00,5066.72,2026-03-13T08:35:00+00:00,5078.97929,5078.97929,5042.20143,8.17286,sl,3,5066.72,0.0,-122.59,-126.79
M1,short,2026-03-13T14:45:00+00:00,5074.76,2026-03-13T14:54:00+00:00,5064.38,5087.05893,5050.16214,8.19929,scalp_trail,2,5060.05,147.1,103.8,99.6
M1,short,2026-03-16T08:15:00+00:00,4988.55,2026-03-16T08:23:00+00:00,4999.39393,4999.39393,4966.86214,7.22929,sl,1,4988.55,0.0,-108.44,-112.64
M1,short,2026-03-16T14:45:00+00:00,5000.39,2026-03-16T14:56:00+00:00,4999.43,5013.19357,4974.78286,8.53571,scalp_trail,2,4993.86,65.3,9.6,5.4
M1,long,2026-03-17T08:15:00+00:00,5026.24,2026-03-17T08:45:00+00:00,5018.41643,5018.41643,5041.88714,5.21571,sl,6,5028.31,20.7,-78.24,-82.44
M1,short,2026-03-17T15:25:00+00:00,5003.05,2026-03-17T15:37:00+00:00,4989.07,5014.44679,4980.25643,7.59786,scalp_trail,2,4985.19,178.6,139.8,135.6
M1,short,2026-03-18T08:20:00+00:00,4987.5,2026-03-18T08:46:00+00:00,4984.8,4994.59821,4973.30357,4.73214,scalp_trail,5,4982.85,46.5,27.0,22.8
M1,long,2026-03-18T16:55:00+00:00,4865.12,2026-03-18T17:00:00+00:00,4883.49286,4855.93357,4883.49286,6.12429,tp,1,4865.12,0.0,183.73,179.53
M1,short,2026-03-19T08:30:00+00:00,4701.32,2026-03-19T08:45:00+00:00,4697.04,4727.96536,4648.02929,17.76357,scalp_trail,3,4688.57,127.5,42.8,38.6
M1,short,2026-03-19T15:30:00+00:00,4581.06,2026-03-19T16:01:00+00:00,4612.03607,4612.03607,4519.10786,20.65071,sl,6,4569.43,116.3,-309.76,-313.96
M1,long,2026-03-20T08:15:00+00:00,4717.55,2026-03-20T08:22:00+00:00,4726.54,4707.635,4737.38,6.61,scalp_trail,1,4729.2,116.5,89.9,85.7
M1,short,2026-03-20T14:50:00+00:00,4557.53,2026-03-20T15:27:00+00:00,4548.88,4586.90643,4498.77714,19.58429,scalp_trail,7,4541.45,160.8,86.5,82.3
M1,long,2026-03-23T09:15:00+00:00,4255.73,2026-03-23T09:24:00+00:00,4288.9,4218.215,4330.76,25.01,scalp_trail,2,4297.83,421.0,331.7,327.5
M1,short,2026-03-23T15:45:00+00:00,4469.95,2026-03-23T15:50:00+00:00,4405.96429,4501.94286,4405.96429,21.32857,tp,1,4469.95,0.0,639.86,635.66
