direction,session,entry_ts,entry_price,box_high,box_low,atr,sl,tp,exit_ts,exit_price,exit_reason,bars_held,pnl_pips,net_pips,is_oos,orb_internal_dir,h1_aligned,atr_percentile,h2_regime,orb_size_atr,h3_tier,h5_swept_pre
long,london,2025-08-04T08:25:00+00:00,3358.83,3356.98,3354.06,2.22643,3355.49036,3365.50929,2025-08-04T10:20:00+00:00,3355.49036,sl,23,-33.4,-37.6,False,up,True,100.0,expansion,0.061,narrow,False
short,ny,2025-08-04T16:45:00+00:00,3371.17,3379.76,3376.74,1.85214,3373.94821,3365.61357,2025-08-04T17:30:00+00:00,3373.94821,sl,9,-27.78,-31.98,False,down,True,100.0,expansion,0.063,narrow,False
long,london,2025-08-05T08:20:00+00:00,3373.6,3373.48,3370.65,2.04214,3370.53679,3379.72643,2025-08-05T08:40:00+00:00,3370.53679,sl,4,-30.63,-34.83,False,down,False,95.2,expansion,0.059,narrow,False
long,ny,2025-08-05T14:50:00+00:00,3386.1,3384.46,3378.66,3.94286,3380.18571,3397.92857,2025-08-05T16:30:00+00:00,3380.18571,sl,20,-59.14,-63.34,False,up,True,95.2,expansion,0.122,narrow,False
short,london,2025-08-06T08:15:00+00:00,3367.18,3374.7,3368.52,2.38143,3370.75214,3360.03571,2025-08-06T09:50:00+00:00,3360.03571,tp,19,71.44,67.24,False,down,True,90.9,expansion,0.133,narrow,False
long,ny,2025-08-06T14:45:00+00:00,3378.19,3377.32,3374.63,2.80429,3373.98357,3386.60286,2025-08-06T15:35:00+00:00,3373.98357,sl,10,-42.06,-46.26,False,up,True,90.9,expansion,0.058,narrow,False
short,london,2025-08-07T08:20:00+00:00,3374.14,3396.48,3379.99,3.975,3380.1025,3362.215,2025-08-07T08:45:00+00:00,3380.1025,sl,5,-59.63,-63.83,False,down,True,86.4,expansion,0.361,normal,False
long,ny,2025-08-07T15:10:00+00:00,3389.34,3389.2,3380.68,5.0,3381.84,3404.34,2025-08-07T22:00:00+00:00,3404.34,tp,70,150.0,145.8,False,up,True,86.4,expansion,0.186,narrow,False
short,london,2025-08-08T09:05:00+00:00,3396.84,3402.53,3399.91,2.32643,3400.32964,3389.86071,2025-08-08T09:15:00+00:00,3400.32964,sl,2,-34.9,-39.1,False,down,True,90.9,expansion,0.056,narrow,False
long,ny,2025-08-08T15:20:00+00:00,3393.71,3388.58,3381.11,3.44857,3388.53714,3404.05571,2025-08-08T17:55:00+00:00,3388.53714,sl,31,-51.73,-55.93,False,up,True,90.9,expansion,0.16,narrow,False
short,london,2025-08-11T09:05:00+00:00,3357.37,3363.0,3358.92,2.62643,3361.30964,3349.49071,2025-08-11T09:20:00+00:00,3361.30964,sl,3,-39.4,-43.6,False,down,True,70.0,normal,0.091,narrow,False
short,london,2025-08-12T08:30:00+00:00,3348.78,3355.7,3351.38,3.05929,3353.36893,3339.60214,2025-08-12T11:20:00+00:00,3339.60214,tp,34,91.78,87.58,False,down,True,71.4,expansion,0.096,narrow,False
short,ny,2025-08-12T14:45:00+00:00,3332.78,3338.83,3333.4,5.60286,3341.18429,3315.97143,2025-08-12T15:00:00+00:00,3341.18429,sl,3,-84.04,-88.24,False,up,False,71.4,expansion,0.12,narrow,False
long,london,2025-08-13T08:30:00+00:00,3357.41,3355.79,3352.84,2.33571,3353.90643,3364.41714,2025-08-13T09:40:00+00:00,3364.41714,tp,14,70.07,65.87,False,down,False,31.8,normal,0.068,narrow,False
short,ny,2025-08-13T15:10:00+00:00,3358.29,3366.7,3363.16,2.99357,3362.78036,3349.30929,2025-08-13T22:10:00+00:00,3356.86,time,72,14.3,10.1,False,down,True,31.8,normal,0.082,narrow,False
long,london,2025-08-14T09:20:00+00:00,3357.04,3347.61,3341.56,3.13714,3352.33429,3366.45143,2025-08-14T10:45:00+00:00,3352.33429,sl,17,-47.06,-51.26,False,up,True,18.2,compression,0.144,narrow,False
short,ny,2025-08-14T14:45:00+00:00,3340.22,3346.64,3340.51,4.31929,3346.69893,3327.26214,2025-08-14T20:45:00+00:00,3334.98,time,72,52.4,48.2,False,down,True,18.2,compression,0.146,narrow,False
short,london,2025-08-15T08:20:00+00:00,3340.57,3348.23,3341.59,2.18357,3343.84536,3334.01929,2025-08-15T09:20:00+00:00,3343.84536,sl,12,-32.75,-36.95,False,down,True,9.1,compression,0.159,narrow,False
long,ny,2025-08-15T15:00:00+00:00,3343.82,3343.22,3338.4,2.59143,3339.93286,3351.59429,2025-08-15T16:05:00+00:00,3339.93286,sl,13,-38.87,-43.07,False,up,True,9.1,compression,0.115,narrow,False
long,london,2025-08-18T09:05:00+00:00,3350.81,3349.91,3344.65,1.75714,3348.17429,3356.08143,2025-08-18T09:15:00+00:00,3348.17429,sl,2,-26.36,-30.56,False,down,False,0.0,compression,0.132,narrow,False
short,ny,2025-08-18T14:50:00+00:00,3333.15,3338.75,3334.69,2.55214,3336.97821,3325.49357,2025-08-18T20:50:00+00:00,3332.69,time,72,4.6,0.4,False,down,True,0.0,compression,0.102,narrow,False
long,london,2025-08-19T10:05:00+00:00,3341.7,3340.93,3336.73,1.26357,3339.80464,3345.49071,2025-08-19T11:40:00+00:00,3339.80464,sl,19,-18.95,-23.15,False,down,False,4.8,compression,0.104,narrow,False
short,ny,2025-08-19T14:45:00+00:00,3323.77,3336.66,3325.48,3.24,3328.63,3314.05,2025-08-19T20:45:00+00:00,3315.24,time,72,85.3,81.1,False,down,True,4.8,compression,0.277,narrow,False
short,london,2025-08-20T08:30:00+00:00,3321.52,3324.95,3322.92,1.50643,3323.77964,3317.00071,2025-08-20T08:40:00+00:00,3323.77964,sl,2,-22.6,-26.8,False,down,True,0.0,compression,0.054,narrow,False
long,ny,2025-08-20T14:45:00+00:00,3349.38,3346.81,3344.19,3.28143,3344.45786,3359.22429,2025-08-20T15:05:00+00:00,3344.45786,sl,4,-49.22,-53.42,False,up,True,0.0,compression,0.069,narrow,False
long,london,2025-08-21T08:30:00+00:00,3340.85,3340.52,3338.95,1.36714,3338.79929,3344.95143,2025-08-21T08:40:00+00:00,3338.79929,sl,2,-20.51,-24.71,False,up,True,4.5,compression,0.041,narrow,False
short,ny,2025-08-21T15:20:00+00:00,3339.38,3348.07,3342.52,2.46286,3343.07429,3331.99143,2025-08-21T15:25:00+00:00,3343.07429,sl,1,-36.94,-41.14,False,down,True,4.5,compression,0.144,narrow,False
long,london,2025-08-22T09:15:00+00:00,3330.54,3329.24,3325.89,1.90786,3327.67821,3336.26357,2025-08-22T12:00:00+00:00,3327.67821,sl,33,-28.62,-32.82,False,up,True,0.0,compression,0.098,narrow,False
long,ny,2025-08-22T15:00:00+00:00,3376.94,3374.0,3365.92,6.26714,3367.53929,3395.74143,2025-08-22T15:55:00+00:00,3367.53929,sl,11,-94.01,-98.21,False,up,True,0.0,compression,0.235,narrow,False
short,london,2025-08-25T08:20:00+00:00,3364.26,3366.7,3364.7,1.32071,3366.24107,3360.29786,2025-08-25T09:40:00+00:00,3366.24107,sl,16,-19.81,-24.01,False,down,True,5.0,compression,0.056,narrow,False
long,ny,2025-08-25T14:45:00+00:00,3374.41,3374.35,3371.04,2.40714,3370.79929,3381.63143,2025-08-25T18:00:00+00:00,3370.79929,sl,39,-36.11,-40.31,False,up,True,5.0,compression,0.093,narrow,False
long,london,2025-08-26T08:30:00+00:00,3379.59,3379.41,3376.68,2.25857,3376.20214,3386.36571,2025-08-26T09:00:00+00:00,3376.20214,sl,6,-33.88,-38.08,False,down,False,4.8,compression,0.079,narrow,False
long,ny,2025-08-26T14:45:00+00:00,3378.23,3377.01,3373.69,3.02571,3373.69143,3387.30714,2025-08-26T15:55:00+00:00,3387.30714,tp,14,90.77,86.57,False,up,True,4.8,compression,0.096,narrow,False
long,london,2025-08-27T08:20:00+00:00,3384.72,3383.84,3380.98,1.80357,3382.01464,3390.13071,2025-08-27T08:40:00+00:00,3382.01464,sl,4,-27.05,-31.25,False,down,False,9.1,compression,0.081,narrow,False
long,ny,2025-08-27T14:50:00+00:00,3385.31,3383.99,3380.93,2.04286,3382.24571,3391.43857,2025-08-27T16:30:00+00:00,3391.43857,tp,20,61.29,57.09,False,up,True,9.1,compression,0.086,narrow,False
long,london,2025-08-28T08:35:00+00:00,3399.59,3397.39,3393.89,1.74286,3396.97571,3404.81857,2025-08-28T10:00:00+00:00,3396.97571,sl,17,-26.14,-30.34,False,down,False,0.0,compression,0.102,narrow,False
long,ny,2025-08-28T16:10:00+00:00,3413.64,3413.5,3409.8,2.10643,3410.48036,3419.95929,2025-08-28T18:50:00+00:00,3419.95929,tp,32,63.19,58.99,False,down,False,0.0,compression,0.108,narrow,False
short,london,2025-08-29T09:05:00+00:00,3409.38,3414.03,3411.26,1.4,3411.48,3405.18,2025-08-29T10:55:00+00:00,3405.18,tp,22,42.0,37.8,False,up,False,13.6,compression,0.079,narrow,False
long,ny,2025-08-29T14:55:00+00:00,3440.9,3440.11,3435.85,3.29357,3435.95964,3450.78071,2025-08-29T19:50:00+00:00,3450.78071,tp,59,98.81,94.61,False,down,False,13.6,compression,0.122,narrow,False
short,london,2025-09-01T09:05:00+00:00,3473.23,3479.41,3474.44,2.405,3476.8375,3466.015,2025-09-01T13:05:00+00:00,3476.8375,sl,48,-36.08,-40.28,False,up,False,15.0,compression,0.144,narrow,False
short,ny,2025-09-01T16:00:00+00:00,3473.43,3479.29,3473.65,1.80929,3476.14393,3468.00214,2025-09-01T16:40:00+00:00,3476.14393,sl,8,-27.14,-31.34,False,down,True,15.0,compression,0.163,narrow,False
long,london,2025-09-02T10:35:00+00:00,3484.68,3477.67,3470.27,2.46357,3480.98464,3492.07071,2025-09-02T11:20:00+00:00,3480.98464,sl,9,-36.95,-41.15,False,up,True,33.3,normal,0.204,narrow,False
long,ny,2025-09-02T14:50:00+00:00,3511.28,3510.51,3495.32,5.73857,3502.67214,3528.49571,2025-09-02T16:35:00+00:00,3528.49571,tp,21,172.16,167.96,False,up,True,33.3,normal,0.419,normal,False
long,london,2025-09-03T08:25:00+00:00,3541.01,3539.93,3533.7,2.60571,3537.10143,3548.82714,2025-09-03T08:30:00+00:00,3537.10143,sl,1,-39.09,-43.29,False,down,False,45.5,normal,0.159,narrow,False
long,ny,2025-09-03T15:30:00+00:00,3565.85,3564.88,3559.07,3.45857,3560.66214,3576.22571,2025-09-03T18:05:00+00:00,3576.22571,tp,31,103.76,99.56,False,down,False,45.5,normal,0.148,narrow,False
short,london,2025-09-04T09:55:00+00:00,3538.71,3545.58,3541.09,2.63786,3542.66679,3530.79643,2025-09-04T10:05:00+00:00,3542.66679,sl,2,-39.57,-43.77,False,up,False,50.0,normal,0.113,narrow,False
long,ny,2025-09-04T15:05:00+00:00,3548.3,3546.31,3540.03,4.83286,3541.05071,3562.79857,2025-09-04T22:05:00+00:00,3542.56,time,72,-57.4,-61.6,False,up,True,50.0,normal,0.158,narrow,False
short,london,2025-09-05T08:15:00+00:00,3545.87,3549.0,3546.39,2.39214,3549.45821,3538.69357,2025-09-05T08:30:00+00:00,3549.45821,sl,3,-35.88,-40.08,False,down,True,72.7,expansion,0.062,narrow,False
long,ny,2025-09-05T14:55:00+00:00,3590.28,3586.62,3573.45,6.08786,3581.14821,3608.54357,2025-09-05T20:55:00+00:00,3586.03,time,72,-42.5,-46.7,False,up,True,72.7,expansion,0.311,normal,False
long,london,2025-09-08T08:15:00+00:00,3613.01,3610.03,3607.17,3.375,3607.9475,3623.135,2025-09-08T12:50:00+00:00,3623.135,tp,55,101.25,97.05,False,up,True,90.0,expansion,0.065,narrow,False
long,ny,2025-09-08T14:45:00+00:00,3637.22,3636.7,3628.94,4.21286,3630.90071,3649.85857,2025-09-08T20:45:00+00:00,3637.06,time,72,-1.6,-5.8,False,up,True,90.0,expansion,0.176,narrow,False
long,london,2025-09-09T08:45:00+00:00,3648.57,3646.1,3641.99,2.96214,3644.12679,3657.45643,2025-09-09T12:40:00+00:00,3644.12679,sl,47,-44.43,-48.63,False,down,False,100.0,expansion,0.088,narrow,False
short,ny,2025-09-09T15:10:00+00:00,3634.94,3654.33,3636.24,7.27214,3645.84821,3613.12357,2025-09-09T15:55:00+00:00,3645.84821,sl,9,-109.08,-113.28,False,up,False,100.0,expansion,0.389,normal,False
long,london,2025-09-10T09:30:00+00:00,3647.56,3646.51,3642.69,1.65214,3645.08179,3652.51643,2025-09-10T09:45:00+00:00,3652.51643,tp,3,49.56,45.36,False,up,True,100.0,expansion,0.081,narrow,False
short,ny,2025-09-10T14:50:00+00:00,3644.2,3655.37,3648.57,3.13071,3648.89607,3634.80786,2025-09-10T18:20:00+00:00,3648.89607,sl,42,-46.96,-51.16,False,down,True,100.0,expansion,0.144,narrow,False
short,london,2025-09-11T08:40:00+00:00,3626.59,3631.7,3627.19,1.92786,3629.48179,3620.80643,2025-09-11T08:50:00+00:00,3629.48179,sl,2,-28.92,-33.12,False,up,False,100.0,expansion,0.093,narrow,False
long,ny,2025-09-11T15:15:00+00:00,3636.51,3635.46,3626.93,3.055,3631.9275,3645.675,2025-09-11T15:50:00+00:00,3631.9275,sl,7,-45.82,-50.02,False,down,False,100.0,expansion,0.177,narrow,False
short,london,2025-09-12T08:45:00+00:00,3641.62,3651.24,3642.99,2.50571,3645.37857,3634.10286,2025-09-12T09:20:00+00:00,3645.37857,sl,7,-37.59,-41.79,False,down,True,90.9,expansion,0.176,narrow,False
short,ny,2025-09-12T15:00:00+00:00,3647.58,3653.48,3648.54,2.40429,3651.18643,3640.36714,2025-09-14T22:00:00+00:00,3644.16,time,72,34.2,30.0,False,down,True,90.9,expansion,0.106,narrow,False
long,london,2025-09-15T08:55:00+00:00,3645.41,3645.18,3641.4,2.08786,3642.27821,3651.67357,2025-09-15T09:20:00+00:00,3642.27821,sl,5,-31.32,-35.52,False,down,False,90.0,expansion,0.081,narrow,False
long,ny,2025-09-15T14:45:00+00:00,3662.09,3661.96,3656.83,3.44071,3656.92893,3672.41214,2025-09-15T15:45:00+00:00,3672.41214,tp,12,103.22,99.02,False,up,True,90.0,expansion,0.109,narrow,False
long,london,2025-09-16T09:20:00+00:00,3697.02,3696.06,3686.11,2.00429,3694.01357,3703.03286,2025-09-16T10:40:00+00:00,3694.01357,sl,16,-30.06,-34.26,False,up,True,95.2,expansion,0.207,narrow,False
short,ny,2025-09-16T14:55:00+00:00,3686.27,3695.87,3688.9,4.22071,3692.60107,3673.60786,2025-09-16T20:10:00+00:00,3692.60107,sl,63,-63.31,-67.51,False,down,True,95.2,expansion,0.145,narrow,False
short,london,2025-09-17T08:20:00+00:00,3664.35,3667.2,3664.48,2.36071,3667.89107,3657.26786,2025-09-17T09:10:00+00:00,3667.89107,sl,10,-35.41,-39.61,False,down,True,95.5,expansion,0.056,narrow,False
long,ny,2025-09-17T15:20:00+00:00,3685.89,3685.58,3682.75,2.01214,3682.87179,3691.92643,2025-09-17T15:55:00+00:00,3682.87179,sl,7,-30.18,-34.38,False,up,True,95.5,expansion,0.059,narrow,False
long,london,2025-09-18T08:35:00+00:00,3660.76,3659.32,3653.92,2.87429,3656.44857,3669.38286,2025-09-18T09:20:00+00:00,3669.38286,tp,9,86.23,82.03,False,down,False,100.0,expansion,0.108,narrow,False
long,london,2025-09-19T08:30:00+00:00,3655.14,3654.95,3651.45,2.12357,3651.95464,3661.51071,2025-09-19T11:15:00+00:00,3651.95464,sl,33,-31.85,-36.05,False,down,False,95.5,expansion,0.071,narrow,False
long,ny,2025-09-19T14:50:00+00:00,3667.93,3665.62,3662.46,3.47786,3662.71321,3678.36357,2025-09-19T17:45:00+00:00,3678.36357,tp,35,104.34,100.14,False,up,True,95.5,expansion,0.064,narrow,False
long,london,2025-09-22T08:40:00+00:00,3722.05,3719.5,3712.38,2.57,3718.195,3729.76,2025-09-22T12:15:00+00:00,3718.195,sl,43,-38.55,-42.75,False,up,True,95.0,expansion,0.144,narrow,False
long,ny,2025-09-22T14:50:00+00:00,3725.27,3722.02,3716.87,4.03786,3719.21321,3737.38357,2025-09-22T16:00:00+00:00,3737.38357,tp,14,121.14,116.94,False,down,False,95.0,expansion,0.104,narrow,False
long,london,2025-09-23T08:15:00+00:00,3758.73,3755.69,3752.98,2.60786,3754.81821,3766.55357,2025-09-23T08:35:00+00:00,3766.55357,tp,4,78.24,74.04,False,up,True,85.7,expansion,0.055,narrow,False
long,ny,2025-09-23T15:25:00+00:00,3780.28,3775.48,3770.86,3.23786,3775.42321,3789.99357,2025-09-23T15:55:00+00:00,3775.42321,sl,6,-48.57,-52.77,False,up,True,85.7,expansion,0.094,narrow,False
short,london,2025-09-24T08:30:00+00:00,3770.58,3777.78,3771.96,2.10071,3773.73107,3764.27786,2025-09-24T09:40:00+00:00,3764.27786,tp,14,63.02,58.82,False,down,True,86.4,expansion,0.118,narrow,False
short,ny,2025-09-24T14:50:00+00:00,3752.85,3760.08,3753.59,5.01714,3760.37571,3737.79857,2025-09-24T16:15:00+00:00,3737.79857,tp,17,150.51,146.31,False,down,True,86.4,expansion,0.131,narrow,False
long,london,2025-09-25T08:15:00+00:00,3760.05,3759.0,3751.13,3.59143,3754.66286,3770.82429,2025-09-25T08:30:00+00:00,3754.66286,sl,3,-53.87,-58.07,False,up,True,100.0,expansion,0.157,narrow,False
long,ny,2025-09-25T16:10:00+00:00,3742.3,3733.81,3723.99,3.52214,3737.01679,3752.86643,2025-09-25T16:20:00+00:00,3737.01679,sl,2,-52.83,-57.03,False,down,False,100.0,expansion,0.196,narrow,False
long,london,2025-09-26T08:30:00+00:00,3752.22,3752.07,3747.09,2.55643,3748.38536,3759.88929,2025-09-26T09:20:00+00:00,3748.38536,sl,10,-38.35,-42.55,False,down,False,72.7,expansion,0.102,narrow,False
long,london,2025-09-29T08:45:00+00:00,3817.79,3816.47,3806.73,3.40857,3812.67714,3828.01571,2025-09-29T09:30:00+00:00,3812.67714,sl,9,-51.13,-55.33,False,up,True,50.0,normal,0.204,narrow,False
long,ny,2025-09-29T15:00:00+00:00,3831.16,3828.48,3824.42,4.59571,3824.26643,3844.94714,2025-09-29T15:05:00+00:00,3824.26643,sl,1,-68.94,-73.14,False,up,True,50.0,normal,0.085,narrow,False
short,london,2025-09-30T08:20:00+00:00,3829.88,3847.18,3832.49,5.52286,3838.16429,3813.31143,2025-09-30T08:30:00+00:00,3813.31143,tp,2,165.69,161.49,False,down,True,76.2,expansion,0.299,narrow,False
long,ny,2025-09-30T14:50:00+00:00,3854.42,3850.15,3842.72,6.50786,3844.65821,3873.94357,2025-09-30T15:05:00+00:00,3844.65821,sl,3,-97.62,-101.82,False,up,True,76.2,expansion,0.151,narrow,False
long,london,2025-10-01T08:15:00+00:00,3892.7,3889.14,3879.08,4.27071,3886.29393,3905.51214,2025-10-01T09:20:00+00:00,3886.29393,sl,13,-64.06,-68.26,False,up,True,100.0,expansion,0.193,narrow,False
short,ny,2025-10-01T14:45:00+00:00,3866.65,3878.68,3874.6,5.44857,3874.82286,3850.30429,2025-10-01T15:00:00+00:00,3874.82286,sl,3,-81.73,-85.93,False,up,False,100.0,expansion,0.078,narrow,False
long,london,2025-10-02T08:25:00+00:00,3869.6,3868.96,3864.67,3.34,3864.59,3879.62,2025-10-02T09:45:00+00:00,3879.62,tp,16,100.2,96.0,False,up,True,100.0,expansion,0.082,narrow,False
short,ny,2025-10-02T14:45:00+00:00,3829.85,3866.07,3836.34,7.40571,3840.95857,3807.63286,2025-10-02T14:55:00+00:00,3840.95857,sl,2,-111.09,-115.29,False,down,True,100.0,expansion,0.566,normal,False
long,london,2025-10-03T10:50:00+00:00,3866.49,3865.62,3861.27,2.25571,3863.10643,3873.25714,2025-10-03T11:10:00+00:00,3863.10643,sl,4,-33.84,-38.04,False,down,False,100.0,expansion,0.077,narrow,False
long,ny,2025-10-03T14:45:00+00:00,3880.4,3880.12,3872.56,6.60357,3870.49464,3900.21071,2025-10-03T20:45:00+00:00,3885.78,time,72,53.8,49.6,False,down,False,100.0,expansion,0.134,narrow,False
short,london,2025-10-06T11:15:00+00:00,3934.71,3949.63,3941.59,3.23786,3939.56679,3924.99643,2025-10-06T11:35:00+00:00,3939.56679,sl,4,-48.57,-52.77,False,up,False,95.0,expansion,0.144,narrow,False
long,ny,2025-10-06T15:50:00+00:00,3959.37,3958.6,3946.89,4.33357,3952.86964,3972.37071,2025-10-06T16:10:00+00:00,3952.86964,sl,4,-65.0,-69.2,False,up,True,95.0,expansion,0.21,narrow,False
long,london,2025-10-07T09:20:00+00:00,3962.11,3947.94,3940.85,3.04,3957.55,3971.23,2025-10-07T09:50:00+00:00,3957.55,sl,6,-45.6,-49.8,False,up,True,100.0,expansion,0.118,narrow,False
long,ny,2025-10-07T15:10:00+00:00,3986.48,3986.46,3977.58,5.77571,3977.81643,4003.80714,2025-10-07T15:35:00+00:00,3977.81643,sl,5,-86.64,-90.84,False,down,False,100.0,expansion,0.148,narrow,False
long,london,2025-10-08T09:40:00+00:00,4040.34,4039.79,4033.19,3.11143,4035.67286,4049.67429,2025-10-08T10:35:00+00:00,4035.67286,sl,11,-46.67,-50.87,False,up,True,95.5,expansion,0.11,narrow,False
long,ny,2025-10-08T14:55:00+00:00,4048.15,4045.35,4039.32,5.27786,4040.23321,4063.98357,2025-10-08T15:10:00+00:00,4040.23321,sl,3,-79.17,-83.37,False,down,False,95.5,expansion,0.101,narrow,False
long,london,2025-10-09T08:15:00+00:00,4036.19,4035.15,4030.24,3.36857,4031.13714,4046.29571,2025-10-09T11:00:00+00:00,4046.29571,tp,33,101.06,96.86,False,up,True,100.0,expansion,0.079,narrow,False
short,ny,2025-10-09T16:30:00+00:00,3998.48,4015.56,4004.14,6.13214,4007.67821,3980.08357,2025-10-09T16:40:00+00:00,3980.08357,tp,2,183.96,179.76,False,up,False,100.0,expansion,0.185,narrow,False
long,london,2025-10-10T08:40:00+00:00,3990.47,3988.31,3970.21,4.27714,3984.05429,4003.30143,2025-10-10T09:40:00+00:00,4003.30143,tp,12,128.31,124.11,False,up,True,100.0,expansion,0.274,narrow,False
long,ny,2025-10-10T15:00:00+00:00,3996.75,3988.49,3980.1,7.11357,3986.07964,4018.09071,2025-10-10T15:25:00+00:00,4018.09071,tp,5,213.41,209.21,False,down,False,100.0,expansion,0.127,narrow,False
long,london,2025-10-13T08:45:00+00:00,4077.33,4076.25,4069.84,3.96929,4071.37607,4089.23786,2025-10-13T09:25:00+00:00,4071.37607,sl,8,-59.54,-63.74,False,up,True,100.0,expansion,0.096,narrow,False
long,ny,2025-10-13T14:45:00+00:00,4099.62,4099.55,4095.17,4.16643,4093.37036,4112.11929,2025-10-13T15:05:00+00:00,4093.37036,sl,4,-62.5,-66.7,False,down,False,100.0,expansion,0.065,narrow,False
long,london,2025-10-14T08:25:00+00:00,4144.28,4140.92,4124.71,5.83929,4135.52107,4161.79786,2025-10-14T08:40:00+00:00,4135.52107,sl,3,-87.59,-91.79,False,up,True,100.0,expansion,0.228,narrow,False
long,ny,2025-10-14T15:10:00+00:00,4141.21,4137.45,4127.81,6.41786,4131.58321,4160.46357,2025-10-14T16:05:00+00:00,4131.58321,sl,11,-96.27,-100.47,False,down,False,100.0,expansion,0.135,narrow,False
long,london,2025-10-15T08:15:00+00:00,4217.77,4216.2,4207.21,3.47214,4212.56179,4228.18643,2025-10-15T08:25:00+00:00,4212.56179,sl,2,-52.08,-56.28,False,up,True,100.0,expansion,0.123,narrow,False
short,ny,2025-10-15T15:35:00+00:00,4192.46,4207.21,4194.22,6.75714,4202.59571,4172.18857,2025-10-15T18:05:00+00:00,4202.59571,sl,30,-101.36,-105.56,False,down,True,100.0,expansion,0.178,narrow,False
short,london,2025-10-16T09:30:00+00:00,4225.42,4236.12,4230.23,3.465,4230.6175,4215.025,2025-10-16T09:45:00+00:00,4230.6175,sl,3,-51.98,-56.18,False,down,True,100.0,expansion,0.079,narrow,False
long,ny,2025-10-16T15:05:00+00:00,4269.8,4267.68,4258.5,6.61786,4259.87321,4289.65357,2025-10-16T16:20:00+00:00,4289.65357,tp,15,198.54,194.34,False,down,False,100.0,expansion,0.122,narrow,False
short,london,2025-10-17T11:10:00+00:00,4319.64,4347.38,4321.05,7.71643,4331.21464,4296.49071,2025-10-17T11:15:00+00:00,4331.21464,sl,1,-115.75,-119.95,False,down,True,100.0,expansion,0.313,normal,False
short,ny,2025-10-17T16:05:00+00:00,4227.64,4266.69,4231.02,11.07286,4244.24929,4194.42143,2025-10-17T17:00:00+00:00,4194.42143,tp,11,332.19,327.99,False,up,False,100.0,expansion,0.425,normal,False
long,london,2025-10-20T08:30:00+00:00,4263.61,4263.02,4254.04,4.28,4257.19,4276.45,2025-10-20T08:40:00+00:00,4257.19,sl,2,-64.2,-68.4,False,up,True,100.0,expansion,0.097,narrow,False
long,ny,2025-10-20T14:45:00+00:00,4330.73,4330.08,4317.06,9.825,4315.9925,4360.205,2025-10-20T18:35:00+00:00,4360.205,tp,46,294.75,290.55,False,up,True,100.0,expansion,0.141,narrow,False
short,london,2025-10-22T08:15:00+00:00,4081.16,4135.67,4085.76,12.10143,4099.31214,4044.85571,2025-10-22T08:20:00+00:00,4099.31214,sl,1,-181.52,-185.72,False,down,True,100.0,expansion,0.429,normal,False
short,ny,2025-10-22T14:45:00+00:00,4023.76,4058.63,4024.12,13.55143,4044.08714,3983.10571,2025-10-22T15:10:00+00:00,4044.08714,sl,5,-203.27,-207.47,False,down,True,100.0,expansion,0.297,narrow,False
long,london,2025-10-23T08:45:00+00:00,4116.35,4115.0,4094.73,6.35929,4106.81107,4135.42786,2025-10-23T10:45:00+00:00,4106.81107,sl,24,-95.39,-99.59,False,up,True,100.0,expansion,0.166,narrow,False
long,ny,2025-10-23T14:45:00+00:00,4148.1,4147.63,4140.44,8.66,4135.11,4174.08,2025-10-23T16:20:00+00:00,4135.11,sl,19,-129.9,-134.1,False,up,True,100.0,expansion,0.059,narrow,False
short,london,2025-10-24T08:20:00+00:00,4049.62,4077.75,4051.89,7.65286,4061.09929,4026.66143,2025-10-24T08:35:00+00:00,4061.09929,sl,3,-114.79,-118.99,False,down,True,100.0,expansion,0.208,narrow,False
long,ny,2025-10-24T16:05:00+00:00,4132.5,4131.47,4121.36,6.18143,4123.22786,4151.04429,2025-10-24T16:40:00+00:00,4123.22786,sl,7,-92.72,-96.92,False,up,True,100.0,expansion,0.081,narrow,False
short,london,2025-10-27T08:20:00+00:00,4058.22,4068.7,4063.67,4.18214,4064.49321,4045.67357,2025-10-27T08:50:00+00:00,4045.67357,tp,6,125.46,121.26,False,up,False,100.0,expansion,0.04,narrow,False
short,ny,2025-10-27T15:00:00+00:00,3980.35,4000.07,3983.15,11.57786,3997.71679,3945.61643,2025-10-27T16:15:00+00:00,3997.71679,sl,15,-173.67,-177.87,False,up,False,100.0,expansion,0.135,narrow,False
short,london,2025-10-28T08:15:00+00:00,3918.76,3935.84,3921.84,7.30143,3929.71214,3896.85571,2025-10-28T08:55:00+00:00,3896.85571,tp,8,219.04,214.84,False,down,True,100.0,expansion,0.107,narrow,False
long,ny,2025-10-28T15:00:00+00:00,3952.47,3950.19,3939.6,6.29714,3943.02429,3971.36143,2025-10-28T22:00:00+00:00,3955.92,time,72,34.5,30.3,False,up,True,100.0,expansion,0.081,narrow,False
long,london,2025-10-29T08:30:00+00:00,4011.03,4009.92,4000.57,4.71,4003.965,4025.16,2025-10-29T09:45:00+00:00,4025.16,tp,15,141.3,137.1,False,up,True,100.0,expansion,0.069,narrow,False
short,ny,2025-10-29T14:55:00+00:00,4008.27,4020.84,4009.16,5.63643,4016.72464,3991.36071,2025-10-29T15:50:00+00:00,3991.36071,tp,11,169.09,164.89,False,down,True,100.0,expansion,0.086,narrow,False
